district_name,block_name,gp_name,village_name,village_code,village_latitude,village_longitude,total_hhd,TOT_P,TOT_M,TOT_F,P_SC,P_ST,P_LIT,P_ILL,TOT_WORK_P,MAINWORK_P,MARGWORK_P,total_hhd_having_piped_water_connection,total_no_of_community_toilets_constructed,availability_of_phc,availability_of_chc,distance_of_phc,distance_of_chc,total_no_of_schools_primary_sections,total_no_of_schools_middle_sections,availability_of_high_school,availability_of_ssc_school,is_village_connected_to_all_weather_road,distance_of_all_weather_road,availability_of_internal_pucca_road,availablility_hours_of_domestic_electricity,is_broadband_available,no_of_shgs_under_nrlm,total_hhd_mobilized_into_shg,total_no_of_shg_promoted,total_shg_members_engaged_in_income_generation_activities,availability_of_cottage_small_scale_units,total_hhd_engaged_cottage_small_scale_units,piped_water_pct,toilet_per_100hh,sanitation_deficit_raw,sanitation_deficit,has_health_fac,min_health_distance,health_deficit_raw,health_deficit,total_schools,schools_per_1000,education_deficit_raw,education_deficit,service_deficit_index,road_deficit_raw,road_deficit,digital_deficit_raw,digital_deficit,electricity_deficit_raw,electricity_deficit,score_piped_water,score_toilets,score_sanitation,theme_water_sanitation_score,score_phc_avail,score_chc_avail,score_health_distance,score_health_deficit,theme_health_score,score_schools_per_1000,score_high_school_avail,score_ssc_school_avail,score_education_deficit,theme_education_score,score_all_weather_connectivity,score_all_weather_distance,score_internal_pucca_road,score_road_deficit,theme_roads_score,score_electricity_hours,score_broadband,score_digital_deficit,score_electricity_deficit,theme_digital_electricity_score,shg_coverage_pct,iga_members_pct,cottage_units_coverage_pct,score_shg_coverage,score_iga_members,score_cottage_units,score_cottage_avail,theme_livelihood_score,score_service_deficit,theme_service_score,pdi_village,pdi_grade
CHAMPAWAT,BARAKOT,AAGAR,Chaura Shah,54202,29.445848,80.116762,10,83.0,35.0,48.0,58.0,0.0,38.0,45.0,28.0,1.0,27.0,4,0,2,2,5,5,1,0,2,2,1,0,3,4,1,3,10,0,0,2,0,40.0,0.0,0.6,0.6,1,5.0,0.6,1.0,5,60.24096385542169,0.9849397590361446,0.9849397590361446,0.8754819277108434,0.0,1.0,0,1.0,0.25,0.25,40.0,0.0,99.4,46.46666666666667,100.0,100.0,0.0,99.0,74.75,1.5060240963855422,100.0,100.0,99.01506024096386,75.13027108433735,100.0,100.0,100.0,99.0,99.75,75.0,100.0,99.0,99.75,93.4375,100.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,99.12451807228916,99.12451807228916,70.38746079189735,B
CHAMPAWAT,BARAKOT,AAGAR,Aagar,54207,29.44939,80.115116,98,516.0,268.0,248.0,46.0,0.0,374.0,142.0,192.0,127.0,65.0,18,0,2,2,5,5,1,0,2,2,1,0,3,3,1,8,54,6,0,2,0,18.367346938775512,0.0,0.8163265306122449,0.8163265306122449,1,5.0,0.6,1.0,5,9.689922480620154,0.997577519379845,0.997577519379845,0.9441712149976268,0.0,1.0,0,1.0,0.5,0.5,18.367346938775512,0.0,99.18367346938776,39.183673469387756,100.0,100.0,0.0,99.0,74.75,0.2422480620155039,100.0,100.0,99.00242248062015,74.81116763565892,100.0,100.0,100.0,99.0,99.75,50.0,100.0,99.0,99.5,87.125,55.10204081632653,0.0,0.0,55.10204081632653,0.0,0.0,100.0,38.775510204081634,99.05582878500238,99.05582878500238,64.77130778088173,B
CHAMPAWAT,BARAKOT,AAGAR,Naini Mahar,54208,29.44939,80.115116,35,109.0,46.0,63.0,12.0,0.0,66.0,43.0,35.0,18.0,17.0,0,0,2,2,5,5,0,0,2,2,2,5,3,3,1,3,20,0,0,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,4,36.69724770642202,0.9908256880733946,0.9908256880733946,0.9972477064220184,-0.1999999999999999,0.6153846153846155,0,1.0,0.5,0.5,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,0.9174311926605504,100.0,100.0,99.0091743119266,74.98165137614679,100.0,0.0,100.0,99.38461538461539,74.84615384615384,50.0,100.0,99.0,99.5,87.125,57.142857142857146,0.0,0.0,57.142857142857146,0.0,0.0,100.0,39.285714285714285,99.00275229357798,99.00275229357798,60.15492344807648,B
CHAMPAWAT,BARAKOT,BAIRA BADWAL,Baila,54137,29.485274,80.01454,0,18.0,9.0,9.0,18.0,0.0,8.0,10.0,5.0,0.0,5.0,0,0,2,2,5,5,0,0,2,2,2,2,3,5,2,0,0,0,0,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,4,222.2222222222222,0.9444444444444444,0.9444444444444444,0.9833333333333334,-0.4399999999999999,0.1538461538461539,-1,0.0,0.0,0.0,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,5.5555555555555545,100.0,100.0,99.05555555555556,76.15277777777777,100.0,60.0,100.0,99.84615384615384,89.96153846153845,100.0,100.0,100.0,100.0,100.0,,0.0,,,0.0,,100.0,50.0,99.01666666666667,99.01666666666667,66.24294431908415,B
CHAMPAWAT,BARAKOT,BAIRA BADWAL,Baira Badwal,54138,29.485274,80.01454,205,777.0,377.0,400.0,136.0,0.0,499.0,278.0,426.0,53.0,373.0,35,0,2,2,5,5,2,0,2,2,1,0,3,4,2,14,70,2,1,2,0,17.073170731707318,0.0,0.8292682926829268,0.8292682926829268,1,5.0,0.6,1.0,6,7.722007722007723,0.998069498069498,0.998069498069498,0.9482013372257274,0.0,1.0,-1,0.0,0.25,0.25,17.073170731707318,0.0,99.17073170731707,38.7479674796748,100.0,100.0,0.0,99.0,74.75,0.19305019305019305,100.0,100.0,99.0019305019305,74.79874517374517,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,34.146341463414636,0.1287001287001287,0.0,34.146341463414636,0.38610038610038605,0.0,100.0,33.63311046237875,99.05179866277427,99.05179866277427,63.902718993855686,B
CHAMPAWAT,BARAKOT,BAIRAOM,Bamaira,54135,29.413845,80.082417,12,107.0,56.0,51.0,107.0,0.0,70.0,37.0,19.0,2.0,17.0,0,0,2,2,5,5,0,0,2,2,1,0,3,4,2,2,0,2,12,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,4,37.38317757009346,0.9906542056074766,0.9906542056074766,0.997196261682243,0.0,1.0,-1,0.0,0.25,0.25,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,0.9345794392523364,100.0,100.0,99.00934579439253,74.98598130841121,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,0.0,11.214953271028037,0.0,0.0,33.64485981308411,0.0,100.0,33.41121495327103,99.00280373831775,99.00280373831775,62.17254898625979,B
CHAMPAWAT,BARAKOT,BAIRAOM,Bairaorn,54136,29.414663,80.07532,12,372.0,195.0,177.0,371.0,0.0,238.0,134.0,95.0,10.0,85.0,0,1,2,2,4,4,1,0,2,1,1,0,3,4,2,2,10,2,12,2,0,0.0,8.333333333333332,1.0,1.0,1,4.0,0.4499999999999999,0.75,4,10.752688172043012,0.9973118279569892,0.9973118279569892,0.8991935483870968,0.0,1.0,-1,0.0,0.25,0.25,0.0,8.333333333333332,99.0,35.77777777777778,100.0,100.0,25.0,99.25,81.0625,0.2688172043010753,100.0,100.0,99.00268817204301,74.81787634408602,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,83.33333333333333,3.225806451612903,0.0,83.33333333333331,9.677419354838708,0.0,100.0,48.25268817204301,99.1008064516129,99.1008064516129,67.88270398972664,B
CHAMPAWAT,BARAKOT,BAIRAOM,Dungraorn,54150,29.413823,80.082448,17,78.0,40.0,38.0,78.0,0.0,52.0,26.0,23.0,1.0,22.0,0,0,2,2,5,5,1,0,2,2,1,0,3,4,2,2,0,2,14,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,5,64.1025641025641,0.983974358974359,0.983974358974359,0.9951923076923076,0.0,1.0,-1,0.0,0.25,0.25,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,1.6025641025641026,100.0,100.0,99.01602564102564,75.15464743589743,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,0.0,17.94871794871795,0.0,0.0,53.84615384615385,0.0,100.0,38.46153846153846,99.0048076923077,99.0048076923077,63.672274530102705,B
CHAMPAWAT,BARAKOT,BALSAUN,Jamar,54216,29.439602,80.136078,26,146.0,78.0,68.0,0.0,0.0,102.0,44.0,71.0,28.0,43.0,10,0,2,2,5,5,1,0,2,2,1,0,3,3,2,0,0,0,0,2,0,38.46153846153847,0.0,0.6153846153846153,0.6153846153846153,1,5.0,0.6,1.0,5,34.24657534246575,0.9914383561643836,0.9914383561643836,0.8820468914646997,0.0,1.0,-1,0.0,0.5,0.5,38.46153846153847,0.0,99.38461538461539,45.948717948717956,100.0,100.0,0.0,99.0,74.75,0.8561643835616438,100.0,100.0,99.00856164383562,74.96618150684931,100.0,100.0,100.0,99.0,99.75,50.0,100.0,100.0,99.5,87.375,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,99.1179531085353,99.1179531085353,61.872597379940295,B
CHAMPAWAT,BARAKOT,BALSAUN,Balso,54218,29.425982,80.14425,144,654.0,281.0,373.0,58.0,0.0,420.0,234.0,373.0,322.0,51.0,0,1,2,2,5,5,2,2,2,2,1,0,2,3,1,18,119,18,18,2,0,0.0,0.6944444444444444,1.0,1.0,1,5.0,0.6,1.0,8,12.232415902140673,0.9969418960244648,0.9969418960244648,0.9990825688073396,0.0,1.0,0,1.0,0.5,0.5,0.0,0.6944444444444444,99.0,33.23148148148148,100.0,100.0,0.0,99.0,74.75,0.30581039755351686,100.0,100.0,99.00305810397553,74.82721712538226,100.0,100.0,100.0,99.0,99.75,50.0,100.0,99.0,99.5,87.125,82.63888888888889,2.7522935779816513,0.0,82.63888888888889,8.256880733944953,0.0,100.0,47.723942405708456,99.00091743119266,99.00091743119266,65.23821710139433,B
CHAMPAWAT,BARAKOT,BALSAUN,Chamoli,54223,29.439556,80.13611,9,12.0,5.0,7.0,0.0,0.0,10.0,2.0,6.0,3.0,3.0,2,0,2,2,1,5,0,0,2,2,2,5,3,3,2,1,9,1,0,2,0,22.22222222222222,0.0,0.7777777777777778,0.7777777777777778,1,1.0,0.0,0.0,4,333.3333333333333,0.9166666666666666,0.9166666666666666,0.5083333333333333,-0.1999999999999999,0.6153846153846155,-1,0.0,0.5,0.5,22.22222222222222,0.0,99.22222222222223,40.48148148148149,100.0,100.0,100.0,100.0,100.0,8.333333333333332,100.0,100.0,99.08333333333333,76.85416666666666,100.0,0.0,100.0,99.38461538461539,74.84615384615384,50.0,100.0,100.0,99.5,87.375,100.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,99.49166666666666,99.49166666666666,68.32428298607694,B
CHAMPAWAT,BARAKOT,BANTOLI,Chhera,54187,29.440898,80.106288,20,184.0,85.0,99.0,86.0,0.0,111.0,73.0,83.0,6.0,77.0,18,1,2,2,5,5,1,0,2,1,2,3,3,4,2,0,0,0,0,2,0,90.0,5.0,0.0999999999999999,0.0999999999999999,1,5.0,0.6,1.0,4,21.73913043478261,0.9945652173913044,0.9945652173913044,0.7283695652173914,-0.36,0.3076923076923077,-1,0.0,0.25,0.25,90.0,5.0,99.9,64.96666666666667,100.0,100.0,0.0,99.0,74.75,0.5434782608695653,100.0,100.0,99.0054347826087,74.88722826086956,100.0,40.0,100.0,99.6923076923077,84.92307692307692,75.0,100.0,100.0,99.75,93.6875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,99.27163043478261,99.27163043478261,64.54949065128831,B
CHAMPAWAT,BARAKOT,BANTOLI,Bantoli,54203,29.442755,80.103918,68,313.0,140.0,173.0,11.0,0.0,222.0,91.0,137.0,15.0,122.0,64,0,2,2,5,5,1,1,2,1,2,4,2,4,1,6,0,6,25,2,0,94.11764705882352,0.0,0.0588235294117648,0.0588235294117648,1,5.0,0.6,1.0,5,15.974440894568689,0.9960063897763578,0.9960063897763578,0.7164489757564368,-0.2799999999999999,0.4615384615384617,0,1.0,0.25,0.25,94.11764705882351,0.0,99.94117647058823,64.68627450980391,100.0,100.0,0.0,99.0,74.75,0.3993610223642172,100.0,100.0,99.00399361022365,74.85083865814697,100.0,20.0,100.0,99.53846153846153,79.88461538461539,75.0,100.0,99.0,99.75,93.4375,0.0,7.987220447284345,0.0,0.0,23.961661341853034,0.0,100.0,30.990415335463258,99.28355102424356,99.28355102424356,66.14118330109342,B
CHAMPAWAT,BARAKOT,BARAKOT,Barakot,54179,29.471127,80.067181,268,1122.0,528.0,594.0,411.0,2.0,735.0,387.0,659.0,51.0,608.0,150,3,1,2,0,5,2,0,2,2,1,0,3,4,1,16,120,16,60,2,0,55.970149253731336,1.1194029850746268,0.4402985074626866,0.4402985074626866,1,5.0,0.6,1.0,6,5.347593582887701,0.998663101604278,0.998663101604278,0.8316884827200894,0.0,1.0,0,1.0,0.25,0.25,55.970149253731336,1.1194029850746268,99.55970149253731,52.21641791044775,100.0,100.0,0.0,99.0,74.75,0.13368983957219252,100.0,100.0,99.00133689839572,74.78375668449198,100.0,100.0,100.0,99.0,99.75,75.0,100.0,99.0,99.75,93.4375,44.776119402985074,5.347593582887701,0.0,44.776119402985074,16.0427807486631,0.0,100.0,40.20472503791204,99.1683115172799,99.1683115172799,69.15487385804364,B
CHAMPAWAT,BARAKOT,BAUTARIMAY GUNTH,Batauri,54158,29.485274,80.01454,182,587.0,305.0,282.0,106.0,0.0,374.0,213.0,136.0,92.0,44.0,36,1,2,2,5,5,1,0,2,2,1,0,3,4,2,3,15,0,0,2,0,19.78021978021978,0.5494505494505495,0.8021978021978022,0.8021978021978022,1,5.0,0.6,1.0,5,8.517887563884157,0.997870528109029,0.997870528109029,0.9400204990920492,0.0,1.0,-1,0.0,0.25,0.25,19.78021978021978,0.5494505494505495,99.1978021978022,39.84249084249085,100.0,100.0,0.0,99.0,74.75,0.21294718909710392,100.0,100.0,99.00212947189097,74.80376916524702,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,8.241758241758241,0.0,0.0,8.241758241758241,0.0,0.0,100.0,27.060439560439562,99.05997950090796,99.05997950090796,61.91583870585905,B
CHAMPAWAT,BARAKOT,BISRADI,Patyuda,54163,29.482946,80.016986,27,125.0,70.0,55.0,9.0,0.0,90.0,35.0,28.0,27.0,1.0,6,0,2,2,5,5,1,0,2,2,1,0,3,4,2,0,0,0,0,2,0,22.22222222222222,0.0,0.7777777777777778,0.7777777777777778,1,5.0,0.6,1.0,5,40.0,0.99,0.99,0.9303333333333336,0.0,1.0,-1,0.0,0.25,0.25,22.22222222222222,0.0,99.22222222222223,40.48148148148149,100.0,100.0,0.0,99.0,74.75,1.0,100.0,100.0,99.01,75.0025,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,99.06966666666666,99.06966666666666,61.29329700313658,B
CHAMPAWAT,BARAKOT,BISRADI,Bisrari,54164,29.476846,80.016986,113,527.0,279.0,248.0,207.0,0.0,332.0,195.0,128.0,118.0,10.0,26,0,2,2,5,5,1,1,2,2,1,0,3,4,2,9,45,2,0,2,0,23.00884955752212,0.0,0.7699115044247787,0.7699115044247787,1,5.0,0.6,1.0,6,11.385199240986717,0.9971537001897534,0.9971537001897534,0.9301195613843596,0.0,1.0,-1,0.0,0.25,0.25,23.008849557522115,0.0,99.23008849557522,40.746312684365776,100.0,100.0,0.0,99.0,74.75,0.2846299810246679,100.0,100.0,99.00284629981024,74.82186907020872,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,39.823008849557525,0.0,0.0,39.823008849557525,0.0,0.0,100.0,34.955752212389385,99.06988043861564,99.06988043861564,64.85949232794769,B
CHAMPAWAT,BARAKOT,BISRADI,Dunga Joshi,54173,29.482946,80.016986,17,85.0,45.0,40.0,0.0,0.0,65.0,20.0,26.0,26.0,0.0,0,0,2,2,5,5,0,0,2,2,2,3,3,4,2,1,5,0,0,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,4,47.05882352941176,0.9882352941176472,0.9882352941176472,0.9964705882352942,-0.36,0.3076923076923077,-1,0.0,0.25,0.25,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,1.176470588235294,100.0,100.0,99.01176470588236,75.04705882352941,100.0,40.0,100.0,99.6923076923077,84.92307692307692,75.0,100.0,100.0,99.75,93.6875,29.41176470588235,0.0,0.0,29.41176470588235,0.0,0.0,100.0,32.35294117647059,99.0035294117647,99.0035294117647,60.2115756364314,B
CHAMPAWAT,BARAKOT,BISRADI,Dunga Malla,54174,29.482946,80.016986,1,6.0,4.0,2.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,0,0,2,2,5,5,0,0,2,2,2,3,3,4,2,0,0,0,0,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,4,666.6666666666666,0.8333333333333334,0.8333333333333334,0.95,-0.36,0.3076923076923077,-1,0.0,0.25,0.25,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,16.666666666666664,100.0,100.0,99.16666666666667,78.95833333333333,100.0,40.0,100.0,99.6923076923077,84.92307692307692,75.0,100.0,100.0,99.75,93.6875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,99.05,99.05,58.169466617248666,C
CHAMPAWAT,BARAKOT,CHAMI,Chami May Goonth,54224,29.490518,80.022227,96,457.0,241.0,216.0,172.0,6.0,276.0,181.0,219.0,15.0,204.0,15,1,2,2,5,5,1,0,2,2,2,5,3,4,2,8,61,0,0,2,0,15.625,1.0416666666666663,0.84375,0.84375,1,5.0,0.6,1.0,5,10.940919037199125,0.9972647702407004,0.9972647702407004,0.9523044310722102,-0.1999999999999999,0.6153846153846155,-1,0.0,0.25,0.25,15.625,1.0416666666666663,99.15625,38.60763888888889,100.0,100.0,0.0,99.0,74.75,0.27352297592997815,100.0,100.0,99.0027352297593,74.81906455142231,100.0,0.0,100.0,99.38461538461539,74.84615384615384,75.0,100.0,100.0,99.75,93.6875,63.541666666666664,0.0,0.0,63.54166666666666,0.0,0.0,100.0,40.885416666666664,99.0476955689278,99.0476955689278,62.895471898938546,B
CHAMPAWAT,BARAKOT,CHAMRAULI,Gangali Pulai,54212,29.490518,80.022227,34,188.0,87.0,101.0,0.0,0.0,115.0,73.0,103.0,16.0,87.0,0,0,2,2,5,5,1,0,2,2,1,0,3,4,2,3,15,0,0,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,5,26.595744680851062,0.9933510638297872,0.9933510638297872,0.9980053191489362,0.0,1.0,-1,0.0,0.25,0.25,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,0.6648936170212766,100.0,100.0,99.00664893617021,74.91788563829788,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,44.11764705882353,0.0,0.0,44.11764705882353,0.0,0.0,100.0,36.029411764705884,99.00199468085107,99.00199468085107,62.949709343481,B
CHAMPAWAT,BARAKOT,CHAMRAULI,Chamroli,54220,29.490518,80.022227,48,237.0,123.0,114.0,0.0,0.0,141.0,96.0,152.0,53.0,99.0,0,0,2,2,5,5,1,0,2,2,1,0,3,4,2,4,20,0,0,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,5,21.09704641350211,0.9947257383966244,0.9947257383966244,0.9984177215189872,0.0,1.0,-1,0.0,0.25,0.25,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,0.5274261603375527,100.0,100.0,99.00527426160338,74.88317510548524,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,41.666666666666664,0.0,0.0,41.66666666666666,0.0,0.0,100.0,35.416666666666664,99.00158227848101,99.00158227848101,62.76515480734111,B
CHAMPAWAT,BARAKOT,CHHANDA,Hichaura,54188,29.451575,80.120848,4,20.0,13.0,7.0,12.0,0.0,15.0,5.0,12.0,1.0,11.0,4,0,2,2,5,4,0,0,2,2,2,2,3,2,1,0,4,1,0,2,0,100.0,0.0,0.0,0.0,1,4.0,0.4499999999999999,0.75,4,200.0,0.95,0.95,0.585,-0.4399999999999999,0.1538461538461539,0,1.0,0.75,0.75,100.0,0.0,100.0,66.66666666666667,100.0,100.0,25.0,99.25,81.0625,5.0,100.0,100.0,99.05,76.0125,100.0,60.0,100.0,99.84615384615384,89.96153846153845,25.0,100.0,99.0,99.25,80.8125,100.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,99.415,99.415,72.83719209360156,B
CHAMPAWAT,BARAKOT,CHHANDA,Betta,54189,29.451817,80.120937,22,133.0,61.0,72.0,95.0,0.0,67.0,66.0,63.0,5.0,58.0,22,0,2,2,5,5,1,0,2,2,2,5,3,2,1,3,22,3,0,2,0,100.0,0.0,0.0,0.0,1,5.0,0.6,1.0,5,37.59398496240601,0.9906015037593984,0.9906015037593984,0.6971804511278196,-0.1999999999999999,0.6153846153846155,0,1.0,0.75,0.75,100.0,0.0,100.0,66.66666666666667,100.0,100.0,0.0,99.0,74.75,0.9398496240601503,100.0,100.0,99.0093984962406,74.98731203007519,100.0,0.0,100.0,99.38461538461539,74.84615384615384,25.0,100.0,99.0,99.25,80.8125,100.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,99.30281954887218,99.30281954887218,69.5324650961467,B
CHAMPAWAT,BARAKOT,CHHANDA,Bans,54190,29.451353,80.121014,37,141.0,68.0,73.0,129.0,0.0,83.0,58.0,66.0,5.0,61.0,37,0,2,2,5,5,2,2,1,1,2,4,3,2,2,3,21,3,0,2,0,100.0,0.0,0.0,0.0,1,5.0,0.6,1.0,6,42.5531914893617,0.9893617021276596,0.9893617021276596,0.696808510638298,-0.2799999999999999,0.4615384615384617,-1,0.0,0.75,0.75,100.0,0.0,100.0,66.66666666666667,100.0,100.0,0.0,99.0,74.75,1.0638297872340425,100.0,100.0,99.01063829787235,75.0186170212766,100.0,20.0,100.0,99.53846153846153,79.88461538461539,25.0,100.0,100.0,99.25,81.0625,56.75675675675676,0.0,0.0,56.75675675675676,0.0,0.0,100.0,39.18918918918919,99.30319148936171,99.30319148936171,67.53409254347378,B
CHAMPAWAT,BARAKOT,CHHANDA,Chhanda,54192,29.450265,80.11721,99,428.0,196.0,232.0,0.0,0.0,284.0,144.0,129.0,118.0,11.0,95,2,2,2,2,2,2,0,2,1,1,0,2,2,1,11,80,11,2,2,0,95.95959595959596,2.0202020202020203,0.0404040404040404,0.0404040404040404,1,2.0,0.15,0.25,5,11.682242990654204,0.9970794392523364,0.9970794392523364,0.411245043896913,0.0,1.0,0,1.0,0.75,0.75,95.95959595959596,2.0202020202020203,99.95959595959596,65.97979797979798,100.0,100.0,75.0,99.75,93.6875,0.2920560747663551,100.0,100.0,99.00292056074767,74.8237441588785,100.0,100.0,100.0,99.0,99.75,25.0,100.0,99.0,99.25,80.8125,80.8080808080808,0.4672897196261682,0.0,80.8080808080808,1.4018691588785046,0.0,100.0,45.552487491739825,99.58875495610309,99.58875495610309,74.41707605656266,B
CHAMPAWAT,BARAKOT,CHHULAPE,Ban Kandiya,54147,29.474028,79.993922,2,5.0,4.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,0,0,2,2,5,5,0,0,2,2,2,5,2,4,2,0,0,0,0,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,4,800.0,0.8,0.8,0.94,-0.1999999999999999,0.6153846153846155,-1,0.0,0.25,0.25,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,20.0,100.0,100.0,99.2,79.8,100.0,0.0,100.0,99.38461538461539,74.84615384615384,75.0,100.0,100.0,99.75,93.6875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,99.06,99.06,57.058435901622666,C
CHAMPAWAT,BARAKOT,CHHULAPE,Chhulapia,54148,29.485274,80.01454,97,341.0,162.0,179.0,0.0,0.0,235.0,106.0,176.0,28.0,148.0,5,1,2,2,5,5,1,1,2,2,1,0,3,4,2,3,15,0,0,2,0,5.154639175257731,1.0309278350515465,0.9484536082474226,0.9484536082474226,1,5.0,0.6,1.0,6,17.595307917888565,0.995601173020528,0.995601173020528,0.9832164343803852,0.0,1.0,-1,0.0,0.25,0.25,5.154639175257731,1.0309278350515465,99.05154639175258,35.07903780068728,100.0,100.0,0.0,99.0,74.75,0.43988269794721413,100.0,100.0,99.00439882697947,74.86107038123167,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,15.463917525773196,0.0,0.0,15.463917525773194,0.0,0.0,100.0,28.8659793814433,99.01678356561962,99.01678356561962,61.2796052375215,B
CHAMPAWAT,BARAKOT,CHHULAPE,Tak,54155,29.474028,79.993922,7,28.0,16.0,12.0,0.0,0.0,18.0,10.0,11.0,6.0,5.0,0,1,2,2,5,5,0,0,2,2,1,0,3,4,2,1,5,0,0,2,0,0.0,14.285714285714285,1.0,1.0,1,5.0,0.6,1.0,4,142.85714285714286,0.9642857142857144,0.9642857142857144,0.9892857142857144,0.0,1.0,-1,0.0,0.25,0.25,0.0,14.285714285714285,99.0,37.76190476190476,100.0,100.0,0.0,99.0,74.75,3.5714285714285716,100.0,100.0,99.03571428571429,75.65178571428571,100.0,100.0,100.0,99.0,99.75,75.0,100.0,100.0,99.75,93.6875,71.42857142857143,0.0,0.0,71.42857142857143,0.0,0.0,100.0,42.85714285714286,99.01071428571429,99.01071428571429,66.37690632784722,B
CHAMPAWAT,BARAKOT,CHURANI,Punai,54170,29.485326,80.015239,22,104.0,51.0,53.0,13.0,0.0,60.0,44.0,47.0,16.0,31.0,0,0,2,2,5,5,1,0,2,2,2,5,3,4,2,1,5,0,0,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,5,48.07692307692308,0.9879807692307692,0.9879807692307692,0.9963942307692308,-0.1999999999999999,0.6153846153846155,-1,0.0,0.25,0.25,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,1.2019230769230769,100.0,100.0,99.01201923076923,75.05348557692308,100.0,0.0,100.0,99.38461538461539,74.84615384615384,75.0,100.0,100.0,99.75,93.6875,22.727272727272727,0.0,0.0,22.727272727272727,0.0,0.0,100.0,30.68181818181818,99.00360576923077,99.00360576923077,58.439259676459564,C
CHAMPAWAT,BARAKOT,CHURANI,Churani,54171,29.473469,79.996019,53,231.0,115.0,116.0,79.0,0.0,170.0,61.0,64.0,63.0,1.0,0,1,2,2,5,5,1,1,2,2,2,2,3,3,2,4,20,0,0,2,0,0.0,1.8867924528301887,1.0,1.0,1,5.0,0.6,1.0,6,25.974025974025977,0.9935064935064936,0.9935064935064936,0.998051948051948,-0.4399999999999999,0.1538461538461539,-1,0.0,0.5,0.5,0.0,1.8867924528301887,99.0,33.62893081761006,100.0,100.0,0.0,99.0,74.75,0.6493506493506495,100.0,100.0,99.00649350649351,74.91396103896105,100.0,60.0,100.0,99.84615384615384,89.96153846153845,50.0,100.0,100.0,99.5,87.375,37.735849056603776,0.0,0.0,37.735849056603776,0.0,0.0,100.0,34.43396226415094,99.00194805194805,99.00194805194805,60.890986930623654,B
CHAMPAWAT,BARAKOT,CHURANI,Bhartoli Goonth,54172,29.474051,79.9895,8,40.0,20.0,20.0,0.0,0.0,27.0,13.0,7.0,7.0,0.0,0,0,2,2,5,5,0,0,2,2,2,3,3,3,2,0,0,0,0,2,0,0.0,0.0,1.0,1.0,1,5.0,0.6,1.0,4,100.0,0.975,0.975,0.9925,-0.36,0.3076923076923077,-1,0.0,0.5,0.5,0.0,0.0,99.0,33.0,100.0,100.0,0.0,99.0,74.75,2.5,100.0,100.0,99.025,75.38125,100.0,40.0,100.0,99.6923076923077,84.92307692307692,50.0,100.0,100.0,99.5,87.375,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,99.0075,99.0075,57.054543082230104,C
